,lat,long,Uwind,Vwind,WS,WD,Temperature,Cloud,Flux
0207200200,35.1999999999999,24.00000000000007,0.5135364532470703,-0.3026580810546875,0.5960885882377625,300.513427734375,298.13623046875,0.0,0.0
0207200300,35.1999999999999,24.00000000000007,0.18852806091308594,-0.44666576385498047,0.4848227798938751,337.1164245605469,297.827880859375,0.0,0.0
0207200400,35.1999999999999,24.00000000000007,0.017556190490722656,-0.31836700439453125,0.31885069608688354,356.8436584472656,297.74951171875,0.0,80393.375
0207200500,35.1999999999999,24.00000000000007,0.17010974884033203,-0.4051856994628906,0.43944597244262695,337.2257995605469,298.049560546875,0.0,655222.25
0207200600,35.1999999999999,24.00000000000007,0.6073646545410156,0.017765045166015625,0.6076244115829468,268.3246154785156,297.211669921875,0.0,1921403.0
0207200700,35.1999999999999,24.00000000000007,0.6639852523803711,0.23661422729492188,0.7048848867416382,250.38623046875,297.977294921875,0.0,3891670.0
0207200800,35.1999999999999,24.00000000000007,0.6865253448486328,0.4750051498413086,0.8348335027694702,235.32073974609375,298.54052734375,0.0,6488365.0
0207200900,35.1999999999999,24.00000000000007,0.5241403579711914,0.5421342849731445,0.7540773749351501,224.033203125,299.201171875,0.0,9574519.0
0207201000,35.1999999999999,24.00000000000007,0.7116003036499023,1.0305280685424805,1.2523430585861206,214.6258544921875,298.689453125,0.0,12970533.0
0207201100,35.1999999999999,24.00000000000007,0.4598426818847656,1.3596773147583008,1.43533194065094,198.68553161621094,298.757568359375,0.0,16466555.0
0207201200,35.1999999999999,24.00000000000007,0.19696426391601562,1.3242425918579102,1.3388104438781738,188.45999145507812,298.883056640625,0.0,19853418.0
0207201300,35.1999999999999,24.00000000000007,0.2255706787109375,1.18182373046875,1.2031581401824951,190.80587768554688,299.14990234375,0.0,22931460.0
0207201400,35.1999999999999,24.00000000000007,0.2409658432006836,1.161102294921875,1.1858428716659546,191.72427368164062,299.28955078125,0.0,25520992.0
0207201500,35.1999999999999,24.00000000000007,0.5195856094360352,0.9910802841186523,1.1190215349197388,207.6663055419922,298.8037109375,0.0,27480656.0
0207201600,35.1999999999999,24.00000000000007,0.8773946762084961,0.8354530334472656,1.21152925491333,226.40269470214844,298.507080078125,0.0,28729168.0
0207201700,35.1999999999999,24.00000000000007,1.2047967910766602,0.5857019424438477,1.3396201133728027,244.0736846923828,297.97607421875,0.0,29278864.0
0207201800,35.1999999999999,24.00000000000007,0.34789085388183594,-0.20473194122314453,0.4036622643470764,300.4765930175781,297.57373046875,0.0,29344032.0
0207201900,35.1999999999999,24.00000000000007,0.08954334259033203,-0.4529390335083008,0.4617052972316742,348.8171691894531,297.58349609375,0.0,29344032.0
0207202000,35.1999999999999,24.00000000000007,0.9265012741088867,0.15703296661376953,0.9397148489952087,260.3803405761719,297.169921875,0.0,29344032.0
0207202100,35.1999999999999,24.00000000000007,1.298421859741211,0.3968772888183594,1.3577227592468262,253.00363159179688,297.107421875,0.0,29344032.0
0207202200,35.1999999999999,24.00000000000007,0.9076261520385742,0.11455535888671875,0.9148268699645996,262.8064880371094,296.825439453125,0.0,29344032.0
0207202300,35.1999999999999,24.00000000000007,0.08314323425292969,-0.41188907623291016,0.42019686102867126,348.5877380371094,297.437255859375,0.0,29344032.0
0307200000,35.1999999999999,24.00000000000007,-0.3698301315307617,-0.5199441909790039,0.6380566358566284,35.42378234863281,297.3818359375,0.0,29344032.0
0307200100,35.1999999999999,24.00000000000007,-0.8854551315307617,-0.2000885009765625,0.9077809453010559,77.26659393310547,296.674560546875,0.0,29344032.0
0307200200,35.1999999999999,24.00000000000007,-0.9127120971679688,0.14689922332763672,0.9244580864906311,99.14322662353516,296.18310546875,0.0,29344032.0
0307200300,35.1999999999999,24.00000000000007,-0.03938865661621094,-0.23937320709228516,0.2425922453403473,9.34423828125,296.6845703125,0.0,29344032.0
0307200400,35.1999999999999,24.00000000000007,0.741856575012207,-0.8960390090942383,1.1632871627807617,320.3776550292969,296.0703125,0.0,29423888.0
0307200500,35.1999999999999,24.00000000000007,1.2290534973144531,-0.9923305511474609,1.5796494483947754,308.9172058105469,296.73095703125,0.0,30005792.0
0307200600,35.1999999999999,24.00000000000007,2.008063316345215,0.08199024200439453,2.0097365379333496,267.6618957519531,297.2431640625,0.0,31292560.0
0307200700,35.1999999999999,24.00000000000007,1.8998432159423828,0.5061683654785156,1.9661157131195068,255.08143615722656,297.191162109375,0.0,33290464.0
0307200800,35.1999999999999,24.00000000000007,1.4498519897460938,0.4186067581176758,1.5090733766555786,253.8953094482422,297.62646484375,0.0,35917376.0
0307200900,35.1999999999999,24.00000000000007,1.214268684387207,0.6428804397583008,1.3739519119262695,242.10153198242188,298.094970703125,0.0,39028336.0
0307201000,35.1999999999999,24.00000000000007,1.0418024063110352,1.1091413497924805,1.521692156791687,223.20684814453125,298.2685546875,0.0,42441680.0
0307201100,35.1999999999999,24.00000000000007,0.8429489135742188,1.2199954986572266,1.4828863143920898,214.64231872558594,298.489013671875,0.0,45957312.0
0307201200,35.1999999999999,24.00000000000007,0.14757156372070312,1.0621604919433594,1.0723628997802734,187.90977478027344,298.742919921875,0.0,49359440.0
0307201300,35.1999999999999,24.00000000000007,-0.600489616394043,0.9782524108886719,1.1478525400161743,148.45677185058594,299.013427734375,0.0,52439312.0
0307201400,35.1999999999999,24.00000000000007,-1.3366737365722656,0.788426399230957,1.5518739223480225,120.53388977050781,299.194580078125,0.0,55017744.0
0307201500,35.1999999999999,24.00000000000007,-1.286301612854004,0.5598945617675781,1.4028733968734741,113.52227020263672,299.0869140625,0.0,56964080.0
0307201600,35.1999999999999,24.00000000000007,-0.7705450057983398,-0.038451194763183594,0.7715038061141968,87.14323425292969,299.181640625,0.0,58203216.0
0307201700,35.1999999999999,24.00000000000007,0.39914798736572266,-0.6806535720825195,0.7890554070472717,329.6118469238281,298.5859375,0.0,58750480.0
0307201800,35.1999999999999,24.00000000000007,1.325791358947754,-1.4421186447143555,1.9589357376098633,317.40655517578125,298.183349609375,0.0,58816256.0
0307201900,35.1999999999999,24.00000000000007,1.565657615661621,-1.105137825012207,1.916406273841858,305.216796875,297.91357421875,0.0,58816256.0
0307202000,35.1999999999999,24.00000000000007,1.3593168258666992,-0.5945816040039062,1.4836674928665161,293.6251525878906,297.578857421875,0.0,58816256.0
0307202100,35.1999999999999,24.00000000000007,0.6296005249023438,-0.7347440719604492,0.9675979018211365,319.40679931640625,297.246826171875,0.0,58816256.0
0307202200,35.1999999999999,24.00000000000007,-0.3941669464111328,-0.9656648635864258,1.043013095855713,22.204391479492188,297.638916015625,0.0,58816256.0
0307202300,35.1999999999999,24.00000000000007,-0.6396560668945312,-0.6976356506347656,0.9464963674545288,42.51744079589844,297.675537109375,0.0,58816256.0
0407200000,35.1999999999999,24.00000000000007,-0.4729328155517578,-0.4400472640991211,0.6459930539131165,47.06291198730469,297.706298828125,0.0,58816256.0
0307200000,35.1999999999999,24.00000000000007,-0.8780708312988281,-0.45685768127441406,0.9898117780685425,62.512168884277344,297.2490234375,0.0,0.0
0307200100,35.1999999999999,24.00000000000007,-1.279031753540039,-0.1271219253540039,1.285333514213562,84.32405853271484,296.53759765625,0.0,0.0
0307200200,35.1999999999999,24.00000000000007,-1.2119016647338867,0.11533737182617188,1.2173776626586914,95.4365005493164,296.145263671875,0.0,0.0
0307200300,35.1999999999999,24.00000000000007,-0.06347179412841797,-0.2745351791381836,0.28177693486213684,13.017898559570312,297.0146484375,0.0,0.0
0307200400,35.1999999999999,24.00000000000007,0.6586523056030273,-0.7783632278442383,1.0196431875228882,319.7620544433594,296.525634765625,0.0,79433.265625
0307200500,35.1999999999999,24.00000000000007,0.9268426895141602,-1.2453584671020508,1.5524029731750488,323.34197998046875,296.70849609375,0.0,658253.75
0307200600,35.1999999999999,24.00000000000007,1.2862281799316406,-0.19255542755126953,1.300561547279358,278.5142822265625,296.80126953125,0.0,1939985.0
0307200700,35.1999999999999,24.00000000000007,1.6416740417480469,0.7825794219970703,1.818660020828247,244.51304626464844,296.94775390625,0.0,3934511.0
0307200800,35.1999999999999,24.00000000000007,1.1872930526733398,0.8052215576171875,1.4345893859863281,235.8549041748047,297.595458984375,0.0,6558516.0
0307200900,35.1999999999999,24.00000000000007,0.7062053680419922,0.8302631378173828,1.0899829864501953,220.38381958007812,298.42138671875,0.0,9672418.0
0307201000,35.1999999999999,24.00000000000007,0.8348722457885742,1.0885190963745117,1.3718183040618896,217.48748779296875,298.30224609375,0.0,13096253.0
0307201100,35.1999999999999,24.00000000000007,1.2818231582641602,1.338587760925293,1.8533450365066528,223.759033203125,298.508544921875,0.0,16630403.0
0307201200,35.1999999999999,24.00000000000007,1.7319660186767578,1.5036649703979492,2.2936246395111084,229.0360107421875,298.5283203125,0.0,20055980.0
0307201300,35.1999999999999,24.00000000000007,1.5175914764404297,1.3101806640625,2.004908323287964,229.19500732421875,298.65185546875,0.0,23156012.0
0307201400,35.1999999999999,24.00000000000007,0.7481908798217773,0.721034049987793,1.039076328277588,226.05892944335938,299.206787109375,0.0,25747856.0
0307201500,35.1999999999999,24.00000000000007,-0.3523082733154297,0.17845726013183594,0.394927978515625,116.86390686035156,299.5009765625,0.0,27700912.0
0307201600,35.1999999999999,24.00000000000007,-1.428375244140625,0.2739877700805664,1.4544156789779663,100.85845184326172,298.828125,0.0,28942208.0
0307201700,35.1999999999999,24.00000000000007,-1.9211511611938477,0.35022830963134766,1.9528138637542725,100.33163452148438,298.613525390625,0.0,29486352.0
0307201800,35.1999999999999,24.00000000000007,-0.7637119293212891,-0.3501625061035156,0.8401604890823364,65.3685073852539,299.218505859375,0.0,29551584.0
0307201900,35.1999999999999,24.00000000000007,0.34896087646484375,-0.4273872375488281,0.5517549514770508,320.7684326171875,298.293212890625,0.0,29551584.0
0307202000,35.1999999999999,24.00000000000007,0.9141368865966797,-0.5262975692749023,1.0548152923583984,299.930419921875,297.582763671875,0.0,29551584.0
0307202100,35.1999999999999,24.00000000000007,1.4543495178222656,-0.44704723358154297,1.5215071439743042,287.08673095703125,297.16796875,0.0,29551584.0
0307202200,35.1999999999999,24.00000000000007,1.3455305099487305,-1.1508197784423828,1.7705475091934204,310.5400695800781,296.811279296875,0.0,29551584.0
0307202300,35.1999999999999,24.00000000000007,0.7953691482543945,-0.9055099487304688,1.2052221298217773,318.70501708984375,296.993408203125,0.0,29551584.0
0407200000,35.1999999999999,24.00000000000007,0.08634185791015625,-0.7887630462646484,0.7934746742248535,353.75299072265625,297.561767578125,0.0,29551584.0
0407200100,35.1999999999999,24.00000000000007,-0.36536407470703125,-0.3705863952636719,0.5204086899757385,44.59344482421875,297.45263671875,0.0,29551584.0
0407200200,35.1999999999999,24.00000000000007,-0.46881771087646484,-0.33852672576904297,0.5782650113105774,54.16748046875,297.638427734375,0.0,29551584.0
0407200300,35.1999999999999,24.00000000000007,-0.3485393524169922,-0.43119239807128906,0.5544425845146179,38.949127197265625,297.7705078125,0.0,29551584.0
0407200400,35.1999999999999,24.00000000000007,-0.12099552154541016,-0.33847713470458984,0.35945332050323486,19.670455932617188,298.308349609375,0.0,29628448.0
0407200500,35.1999999999999,24.00000000000007,0.27703857421875,-0.22687816619873047,0.35808390378952026,309.3154296875,298.396728515625,0.09375,30195344.0
0407200600,35.1999999999999,24.00000000000007,0.6571893692016602,0.07057476043701172,0.660968005657196,263.8705749511719,298.033935546875,0.0703125,31409616.0
0407200700,35.1999999999999,24.00000000000007,1.0351219177246094,0.5650148391723633,1.1792875528335571,241.3723602294922,298.39501953125,0.0,33327696.0
0407200800,35.1999999999999,24.00000000000007,1.071232795715332,0.6345319747924805,1.2450584173202515,239.36013793945312,298.94384765625,0.0,35915568.0
0407200900,35.1999999999999,24.00000000000007,1.240025520324707,0.7479352951049805,1.4481266736984253,238.90325927734375,298.6396484375,0.0,39006224.0
0407201000,35.1999999999999,24.00000000000007,0.9130744934082031,1.0044384002685547,1.3574246168136597,222.2720947265625,298.865966796875,0.0,42411856.0
0407201100,35.1999999999999,24.00000000000007,0.4138317108154297,1.1768865585327148,1.2475249767303467,199.3733367919922,299.111083984375,0.0,45910624.0
0407201200,35.1999999999999,24.00000000000007,-0.10874366760253906,0.5968971252441406,0.606721818447113,169.6750030517578,299.32080078125,0.0,49291712.0
0407201300,35.1999999999999,24.00000000000007,-0.47405529022216797,-0.09562015533447266,0.48360276222229004,78.5960693359375,299.585693359375,0.0,52356352.0
0407201400,35.1999999999999,24.00000000000007,-0.9541177749633789,-0.36743927001953125,1.0224246978759766,68.93785858154297,299.23046875,0.0,54925136.0
0407201500,35.1999999999999,24.00000000000007,-0.7926187515258789,-0.5239381790161133,0.9501345753669739,56.534423828125,299.23486328125,0.0,56863424.0
0407201600,35.1999999999999,24.00000000000007,-0.042220115661621094,-0.6690950393676758,0.6704257726669312,3.610595703125,299.04150390625,0.0,58093488.0
0407201700,35.1999999999999,24.00000000000007,0.5657472610473633,-1.1157960891723633,1.2510279417037964,333.1134033203125,298.497314453125,0.0,58634080.0
0407201800,35.1999999999999,24.00000000000007,0.5438699722290039,-1.553666114807129,1.6461083889007568,340.70709228515625,298.653076171875,0.0,58698080.0
0407201900,35.1999999999999,24.00000000000007,0.5511407852172852,-0.8418941497802734,1.0062514543533325,326.78948974609375,298.37939453125,0.0,58698080.0
0407202000,35.1999999999999,24.00000000000007,0.43082714080810547,-0.7758855819702148,0.8874741792678833,330.95782470703125,298.0712890625,0.0,58698080.0
0407202100,35.1999999999999,24.00000000000007,0.27690982818603516,-0.96063232421875,0.9997467398643494,343.91998291015625,297.97216796875,0.0,58698080.0
0407202200,35.1999999999999,24.00000000000007,0.1897716522216797,-0.8179159164428711,0.8396426439285278,346.93743896484375,297.839111328125,0.0,58698080.0
0407202300,35.1999999999999,24.00000000000007,0.13408184051513672,-0.6367034912109375,0.6506683230400085,348.10797119140625,297.8701171875,0.0,58698080.0
0507200000,35.1999999999999,24.00000000000007,-0.00045680999755859375,-0.37860965728759766,0.37860992550849915,0.069122314453125,297.987548828125,0.0,58698080.0
0407200000,35.1999999999999,24.00000000000007,0.3352212905883789,-0.6928739547729492,0.7697061896324158,334.18170166015625,298.074462890625,0.0,0.0
0407200100,35.1999999999999,24.00000000000007,0.3051328659057617,-0.22550296783447266,0.3794175386428833,306.465576171875,298.204345703125,0.0,0.0
0407200200,35.1999999999999,24.00000000000007,-0.1098928451538086,-0.6029033660888672,0.6128367781639099,10.330047607421875,298.118896484375,0.0,0.0
0407200300,35.1999999999999,24.00000000000007,-0.20973587036132812,-0.5542440414428711,0.5926007032394409,20.7275390625,297.95703125,0.0,0.0
0407200400,35.1999999999999,24.00000000000007,0.026909828186035156,-0.7535676956176758,0.7540480494499207,357.954833984375,298.180908203125,0.0,79881.265625
0407200500,35.1999999999999,24.00000000000007,0.24704647064208984,-0.6817655563354492,0.7251456379890442,340.08135986328125,298.83203125,0.0,667952.125
0407200600,35.1999999999999,24.00000000000007,0.6571846008300781,-0.3244895935058594,0.7329291105270386,296.2781982421875,298.14208984375,0.0,1965665.0
0407200700,35.1999999999999,24.00000000000007,0.7890720367431641,0.15069198608398438,0.8033322691917419,259.1882019042969,298.2587890625,0.0,3969499.0
0407200800,35.1999999999999,24.00000000000007,0.9535942077636719,0.6726207733154297,1.166944980621338,234.80264282226562,298.1484375,0.0,6590699.0
0407200900,35.1999999999999,24.00000000000007,1.3786401748657227,0.918025016784668,1.6563268899917603,236.34068298339844,297.694580078125,0.0,9696179.0
0407201000,35.1999999999999,24.00000000000007,1.7888097763061523,1.3060741424560547,2.214874744415283,233.865478515625,297.85498046875,0.0,13108051.0
0407201100,35.1999999999999,24.00000000000007,1.691558837890625,1.3240575790405273,2.1481387615203857,231.94815063476562,297.97021484375,0.0,16618382.0
0407201200,35.1999999999999,24.00000000000007,1.5358753204345703,1.5729999542236328,2.1984634399414062,224.31582641601562,298.130859375,0.0,20006516.0
0407201300,35.1999999999999,24.00000000000007,1.5604772567749023,1.676239013671875,2.2901673316955566,222.95167541503906,298.273681640625,0.0,23069226.0
0407201400,35.1999999999999,24.00000000000007,1.0940818786621094,1.4922504425048828,1.850358486175537,216.2479705810547,298.34521484375,0.0,25631416.0
0407201500,35.1999999999999,24.00000000000007,0.535914421081543,1.1374921798706055,1.2574150562286377,205.2268524169922,298.28076171875,0.0078125,27563588.0
0407201600,35.1999999999999,24.00000000000007,-0.027915000915527344,0.41733360290527344,0.4182661473751068,176.17324829101562,298.375732421875,0.0,28790244.0
0407201700,35.1999999999999,24.00000000000007,-0.3785514831542969,-0.1241617202758789,0.398393452167511,71.8409423828125,298.4697265625,0.0,29328932.0
0407201800,35.1999999999999,24.00000000000007,0.32996654510498047,-0.8505315780639648,0.912294864654541,338.79608154296875,298.224609375,0.0,29393216.0
0407201900,35.1999999999999,24.00000000000007,0.8570728302001953,-0.9232196807861328,1.2597254514694214,317.12786865234375,297.561279296875,0.0,29393216.0
0407202000,35.1999999999999,24.00000000000007,0.7830572128295898,-0.7937593460083008,1.1150033473968506,315.38885498046875,297.506103515625,0.0,29393216.0
0407202100,35.1999999999999,24.00000000000007,0.6392107009887695,-0.8524961471557617,1.065523386001587,323.1370544433594,297.276123046875,0.0,29393216.0
0407202200,35.1999999999999,24.00000000000007,0.9242496490478516,-0.47199058532714844,1.0377922058105469,297.05224609375,296.803955078125,0.0,29393216.0
0407202300,35.1999999999999,24.00000000000007,0.12885570526123047,-0.6978607177734375,0.7096571922302246,349.53851318359375,297.31591796875,0.0,29393216.0
0507200000,35.1999999999999,24.00000000000007,-0.15823078155517578,-0.3687257766723633,0.4012426733970642,23.225555419921875,297.39501953125,0.015625,29393216.0
0507200100,35.1999999999999,24.00000000000007,-0.14636707305908203,-0.30693721771240234,0.3400496542453766,25.4947509765625,297.40673828125,0.0078125,29393216.0
0507200200,35.1999999999999,24.00000000000007,-0.3409595489501953,-0.3598775863647461,0.4957472085952759,43.453765869140625,297.29638671875,0.0390625,29393216.0
0507200300,35.1999999999999,24.00000000000007,-0.01619243621826172,-0.2949199676513672,0.2953641414642334,3.14263916015625,297.157470703125,0.125,29393216.0
0507200400,35.1999999999999,24.00000000000007,0.3150787353515625,-0.3949604034423828,0.5052408576011658,321.4189758300781,297.3291015625,0.0625,29463184.0
0507200500,35.1999999999999,24.00000000000007,0.584136962890625,-0.38761043548583984,0.7010405659675598,303.56671142578125,297.504638671875,0.0078125,30004624.0
0507200600,35.1999999999999,24.00000000000007,0.36089515686035156,0.07014083862304688,0.36764800548553467,259.00152587890625,297.881591796875,0.0,31243776.0
0507200700,35.1999999999999,24.00000000000007,1.0569562911987305,0.6919317245483398,1.2632997035980225,236.78941345214844,297.575927734375,0.0,33187072.0
0507200800,35.1999999999999,24.00000000000007,1.349806785583496,0.9167299270629883,1.6316777467727661,235.81735229492188,297.719482421875,0.0078125,35751088.0
0507200900,35.1999999999999,24.00000000000007,1.654088020324707,1.4017162322998047,2.1681363582611084,229.72122192382812,297.9619140625,0.1015625,38804336.0
0507201000,35.1999999999999,24.00000000000007,1.6390838623046875,1.510793685913086,2.2291462421417236,227.33229064941406,297.940673828125,0.1640625,42061008.0
0507201100,35.1999999999999,24.00000000000007,1.9019641876220703,0.963348388671875,2.1320197582244873,243.1376953125,298.2138671875,0.171875,45349728.0
0507201200,35.1999999999999,24.00000000000007,2.3005237579345703,1.4351654052734375,2.711477279663086,238.04232788085938,298.46484375,0.109375,48511104.0
0507201300,35.1999999999999,24.00000000000007,2.1073408126831055,1.6509408950805664,2.677030086517334,231.92401123046875,298.485107421875,0.125,51408784.0
0507201400,35.1999999999999,24.00000000000007,1.433241844177246,1.4906578063964844,2.0679080486297607,223.8750457763672,298.369140625,0.0859375,53878736.0
0507201500,35.1999999999999,24.00000000000007,0.981318473815918,2.1617422103881836,2.3740503787994385,204.4155731201172,298.1083984375,0.109375,55738704.0
0507201600,35.1999999999999,24.00000000000007,0.2414417266845703,1.4738025665283203,1.4934483766555786,189.30368041992188,297.759521484375,0.0234375,56925760.0
0507201700,35.1999999999999,24.00000000000007,-0.4651479721069336,1.0040559768676758,1.1065672636032104,155.14317321777344,297.373046875,0.0078125,57455072.0
